annexe,liste,section_code,section,sous_section_code,sous_section,designation,dosage,voie,forme,niveau,categorisation,usage_pediatrique,page_pdf
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Clamp vasculaire de SATINSKY,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Coussin de décharge,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de Faraboeuf GM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de Faraboeuf MM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de Müller GM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de Müller MM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de Müller PM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de VERBRUGE GM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de VERBRUGE MM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier de VERBRUGE PM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier reducteur GM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier reducteur MM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Davier reducteur PM,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Déambulateur,,,Unité,ABC,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Drain de redon CH 10,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Drain de redon CH 12 7 cm,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Drain de redon CH 14 14 cm,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Drain de redon CH 16 14 cm,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Drain de redon CH 8,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,ECARTEUR DE PERCY,,,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Ecarteur farabeuf 12cm,---,---,Unité,ABCD,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Ecarteur GOSSET,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Ecarteur GRAY,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Ecarteur HARTMANN,---,---,Unité,AB,,False,51
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Ecarteur Merle D'aubigné,,,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,"Fil d'acier n°0,5",---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fil d'acier n°1,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,"Fil d'acier n°1,5",---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fil d'acier n°1/2C,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fil d'acier n°2,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fixateur externe de judet,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fixateur externe FESSA,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fixateur externe HOFFMAN (mbr sup inf),---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fixateur externe ILIZAROV,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Fixateur externe ORTHOFIXE (mbr sup inf),---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Kit de traction Adulte,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Kit de traction Pédiatrique,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 10,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 11,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 12,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 15,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 20,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 21,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 22,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 23,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de bistouri 24,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de BLAKE,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de Delbet non stérile,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lame de Delbet stérile,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Lampe infrarouge 200 W,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Manche de bistouri 3C,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Manche de bistouri 3L,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Manche de bistouri 4C,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Manche de bistouri 4L,---,---,Unité,ABC,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Marteau (masse) grande taille,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Marteau (masse) moyenne taille,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Marteau (masse) petite taille,---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Matériel de poulie thérapie (poulie et filin),---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,"Mèches diamètre 1,2",---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,"Mèches diamètre 1,5",---,---,Unité,AB,,False,52
Annexe 2 — Materiel Bio-Medical,Liste Principale,06,"OBJETS DE PANSEMENT CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE CONSOMMABLES UTILISES EN CHIRURGIE GENERALE, EN TRAUMATOLOGIE ET EN ORTHOPEDIE",,,Mèches diamètre 10,---,---,Unité,AB,,False,52
